"Reporting Starts","Reporting Ends","Ad Set Name","Ad Set Delivery",Bid,"Bid Type","Ad Set Budget","Ad Set Budget Type","Last Significant Edit",Results,"Result Indicator",Reach,Impressions,"Cost per Results","Amount Spent (INR)",Ends,Starts,"New Messaging Connections","Messaging Replies","Link Clicks","CTR (All)","CPM (Cost per 1,000 Impressions) (INR)"
2020-07-23,2020-07-24,vlab-e66f076b-hindi-0-ef45267583714d76,not_delivering,0,ABSOLUTE_OCPM,1000,Lifetime,0,22,actions:onsite_conversion.messaging_conversation_started_7d,7440,12830,45.454545454545,1000,2020-07-24,2020-07-23,20,38,69,1.94076383,77.94232268
2020-07-23,2020-07-24,vlab-e765ab1c-hindi-0-18c7f9ff82834c56,not_delivering,0,ABSOLUTE_OCPM,1000,Lifetime,0,39,actions:onsite_conversion.messaging_conversation_started_7d,10752,14438,25.641025641026,1000,2020-07-24,2020-07-23,34,62,76,1.8077296,69.26167059
2020-07-23,2020-07-24,vlab-e77e76a7-hindi-0-effdd59abf50f34c,not_delivering,0,ABSOLUTE_OCPM,1000,Lifetime,0,106,actions:onsite_conversion.messaging_conversation_started_7d,14338,17289,9.4339622641509,1000,2020-07-24,2020-07-23,95,197,193,2.23841749,57.84024524
2020-07-23,2020-07-24,vlab-e9dac220-hindi-0-5ff3ec1d294206aa,not_delivering,0,ABSOLUTE_OCPM,1000,Lifetime,0,14,actions:onsite_conversion.messaging_conversation_started_7d,5695,9802,71.428571428571,1000,2020-07-24,2020-07-23,13,17,42,1.54050194,102.01999592
2020-07-23,2020-07-24,vlab-eafafade-hindi-0-ad04cf3b6cfcbee9,not_delivering,0,ABSOLUTE_OCPM,1000,Lifetime,0,54,actions:onsite_conversion.messaging_conversation_started_7d,13509,18152,18.518518518519,1000,2020-07-24,2020-07-23,48,87,115,1.8675628,55.09034817
2020-07-23,2020-07-24,vlab-ee31db9f-hindi-0-9c5dab444e994b0f,not_delivering,0,ABSOLUTE_OCPM,1000,Lifetime,0,19,actions:onsite_conversion.messaging_conversation_started_7d,7051,11615,52.631578947368,1000,2020-07-24,2020-07-23,14,28,48,1.52389152,86.09556608
2020-07-23,2020-07-24,vlab-f0567948-hindi-0-75cba7144ebb3641,not_delivering,0,ABSOLUTE_OCPM,1000,Lifetime,0,10,actions:onsite_conversion.messaging_conversation_started_7d,4483,7747,100,1000,2020-07-24,2020-07-23,10,16,44,1.75551827,129.08222538
2020-07-23,2020-07-24,vlab-f511d6e8-hindi-0-da614e91db5489b3,not_delivering,0,ABSOLUTE_OCPM,1000,Lifetime,0,29,actions:onsite_conversion.messaging_conversation_started_7d,10624,17049,34.48275862069,1000,2020-07-24,2020-07-23,28,35,80,1.62472872,58.65446654
2020-07-23,2020-07-24,vlab-f5445658-hindi-0-92e68606431a18b0,not_delivering,0,ABSOLUTE_OCPM,1000,Lifetime,0,30,actions:onsite_conversion.messaging_conversation_started_7d,12345,18430,33.333333333333,1000,2020-07-24,2020-07-23,29,40,83,1.45957678,54.25935974
2020-07-23,2020-07-24,vlab-f6b05844-hindi-0-8c4631128403d5c1,not_delivering,0,ABSOLUTE_OCPM,1000,Lifetime,0,4,actions:onsite_conversion.messaging_conversation_started_7d,2107,3697,249.745,998.98,2020-07-24,2020-07-23,3,6,21,1.59588856,270.21368677
2020-07-23,2020-07-24,vlab-f73adf14-hindi-0-7ed601d98e591c1c,not_delivering,0,ABSOLUTE_OCPM,1000,Lifetime,0,13,actions:onsite_conversion.messaging_conversation_started_7d,6529,10509,76.903846153846,999.75,2020-07-24,2020-07-23,12,22,61,1.98877153,95.13274336
2020-07-23,2020-07-24,vlab-f793120f-hindi-0-fc1ff0dcb1d49cb9,not_delivering,0,ABSOLUTE_OCPM,1000,Lifetime,0,7,actions:onsite_conversion.messaging_conversation_started_7d,3924,7482,142.81857142857,999.73,2020-07-24,2020-07-23,6,8,25,1.1627907,133.61801657
2020-07-23,2020-07-24,vlab-fb794055-hindi-0-5ddbf41ac840954a,not_delivering,0,ABSOLUTE_OCPM,1000,Lifetime,0,36,actions:onsite_conversion.messaging_conversation_started_7d,9165,12949,27.777777777778,1000,2020-07-24,2020-07-23,33,63,84,1.75303112,77.22604062
2020-07-23,2020-07-24,vlab-ff099f99-hindi-0-70ab7604b39bbf72,not_delivering,0,ABSOLUTE_OCPM,1000,Lifetime,0,50,actions:onsite_conversion.messaging_conversation_started_7d,9533,14031,20,1000,2020-07-24,2020-07-23,48,82,102,1.91718338,71.27075761
